B_T,Rxy_he2
7.654629636269767445e+00,2.043465037424810227e+00
7.667259708247510908e+00,2.044494798257769475e+00
7.679889780225254370e+00,2.045485483371772162e+00
7.692519852202996056e+00,2.046437892605199593e+00
7.705149924180739518e+00,2.047352825796435738e+00
7.717779996158481204e+00,2.048231082783862789e+00
7.730410068136224666e+00,2.049073463405863826e+00
7.743040140113966352e+00,2.049880767500821044e+00
7.755670212091709814e+00,2.050653794907117966e+00
7.768300284069453276e+00,2.051393345463137674e+00
7.780930356047194962e+00,2.052100219007261916e+00
7.793560428024938425e+00,2.052775215377874218e+00
7.806190500002680110e+00,2.053419134413357217e+00
7.818820571980423573e+00,2.054032775952093548e+00
7.831450643958165259e+00,2.054616939832467182e+00
7.844080715935908721e+00,2.055172425892859422e+00
7.856710787913652183e+00,2.055700033971653351e+00
7.869340859891393869e+00,2.056200563907232493e+00
7.881970931869137331e+00,2.056674815537979040e+00
7.894601003846879017e+00,2.057123588702275629e+00
7.907231075824622479e+00,2.057547683238506231e+00
7.919861147802364165e+00,2.057947898985052149e+00
7.932491219780107627e+00,2.058325035780297796e+00
7.945121291757851090e+00,2.058679893462624921e+00
7.957751363735592776e+00,2.059013271870415718e+00
7.970381435713336238e+00,2.059325970842054598e+00
7.983011507691077924e+00,2.059618790215923756e+00
7.995641579668821386e+00,2.059892529830405383e+00
8.008271651646563072e+00,2.060147989523883005e+00
8.020901723624307422e+00,2.060385969134739703e+00
8.033531795602049996e+00,2.060607268501356781e+00
8.046161867579792570e+00,2.060812687462118653e+00
8.058791939557535144e+00,2.061003025855407511e+00
8.071422011535277719e+00,2.061179083519605992e+00
8.084052083513020293e+00,2.061341660293096734e+00
8.096682155490762867e+00,2.061491556014264148e+00
8.109312227468505441e+00,2.061629570521488652e+00
8.121942299446249791e+00,2.061756503653154660e+00
8.134572371423990589e+00,2.061873155247644807e+00
8.147202443401734939e+00,2.061980325143341730e+00
8.159832515379475737e+00,2.062078813178628067e+00
8.172462587357220087e+00,2.062169419191886455e+00
8.185092659334960885e+00,2.062252943021499973e+00
8.197722731312705235e+00,2.062330184505852149e+00
8.210352803290447810e+00,2.062401943483324285e+00
8.222982875268190384e+00,2.062469019792300351e+00
8.235612947245932958e+00,2.062532213271162540e+00
8.248243019223675532e+00,2.062592323758294377e+00
8.260873091201418106e+00,2.062650151092078055e+00
8.273503163179160680e+00,2.062706495110897098e+00
8.286133235156903254e+00,2.062762155653133256e+00
8.298763307134647604e+00,2.062817932557170053e+00
8.311393379112388402e+00,2.062874625661390127e+00
8.324023451090132752e+00,2.062933034804176113e+00
8.336653523067873550e+00,2.062993959823911094e+00
8.349283595045617901e+00,2.063058200558977706e+00
8.361913667023358698e+00,2.063126556847759474e+00
8.374543739001103049e+00,2.063199828528638147e+00
8.387173810978845623e+00,2.063278815439996805e+00
8.399803882956588197e+00,2.063364317420218974e+00
8.412433954934330771e+00,2.063457134307686847e+00
8.425064026912073345e+00,2.063558065940783059e+00
8.437694098889815919e+00,2.063667912157891138e+00
8.450324170867558493e+00,2.063787472797392830e+00
8.462954242845301067e+00,2.063917547697672106e+00
8.475584314823045418e+00,2.064058936697111157e+00
8.488214386800786215e+00,2.064212439634092622e+00
8.500844458778530566e+00,2.064378856347000024e+00
8.513474530756273140e+00,2.064558986674215113e+00
8.526104602734015714e+00,2.064753630454121858e+00
8.538734674711758288e+00,2.064963587525102895e+00
8.551364746689500862e+00,2.065189657725539973e+00
8.563994818667243436e+00,2.065432640893816618e+00
8.576624890644986010e+00,2.065693336868316354e+00
8.589254962622728584e+00,2.065972545487420930e+00
8.601885034600471158e+00,2.066271066589512984e+00
8.614515106578215509e+00,2.066589700012976927e+00
8.627145178555956306e+00,2.066929245596193621e+00
8.639775250533700657e+00,2.067290503177547034e+00
8.652405322511443231e+00,2.067674272595419804e+00
8.665035394489185805e+00,2.068081353688194568e+00
8.677665466466928379e+00,2.068512546294254406e+00
8.690295538444670953e+00,2.068968650251981956e+00
8.702925610422413527e+00,2.069450465399759853e+00
8.715555682400156101e+00,2.069958791575971624e+00
8.728185754377898675e+00,2.070494428618999017e+00
8.740815826355643026e+00,2.071058176367225556e+00
8.753445898333383823e+00,2.071650834659033436e+00
8.766075970311128174e+00,2.072273203332806624e+00
8.778706042288868971e+00,2.072926082226926425e+00
8.791336114266613322e+00,2.073610271179777254e+00
8.803966186244354120e+00,2.074326570029740857e+00
8.816596258222098470e+00,2.075075778615199873e+00
8.829226330199841044e+00,2.075858696774538270e+00
8.841856402177583618e+00,2.076676124346137797e+00
8.854486474155326192e+00,2.077528861168381979e+00
8.867116546133068766e+00,2.078417707079652565e+00
8.879746618110811340e+00,2.079343461918333968e+00
8.892376690088553914e+00,2.080306925522807049e+00
8.905006762066296488e+00,2.081308897731456220e+00
8.917636834044040839e+00,2.082350178382664119e+00
8.930266906021781637e+00,2.083431567314812494e+00
8.942896977999525987e+00,2.084553864366285314e+00
8.955527049977266785e+00,2.085717869375464772e+00
8.968157121955011135e+00,2.086924382180733950e+00
8.980787193932751933e+00,2.088174202620475928e+00
8.993417265910496283e+00,2.089468130533072454e+00
9.006047337888238857e+00,2.090806965756907942e+00
9.018677409865981431e+00,2.092191508130363697e+00
9.031307481843724005e+00,2.093622557491823244e+00
9.043937553821466580e+00,2.095100913679668775e+00
9.056567625799209154e+00,2.096627376532284259e+00
9.069197697776951728e+00,2.098202745888051446e+00
9.081827769754694302e+00,2.099827821585353860e+00
9.094457841732438652e+00,2.101503403462574138e+00
9.107087913710179450e+00,2.103230291358094917e+00
9.119717985687923800e+00,2.105009285110299277e+00
9.132348057665664598e+00,2.106841184557569857e+00
9.144978129643408948e+00,2.108726789538289292e+00
9.157608201621149746e+00,2.110666899890839776e+00
9.170238273598894096e+00,2.112662315453605721e+00
9.182868345576636671e+00,2.114713836064969765e+00
9.195498417554379245e+00,2.116822261563312768e+00
9.208128489532121819e+00,2.118988391787019587e+00
9.220758561509864393e+00,2.121213026574472416e+00
9.233388633487606967e+00,2.123496965764053446e+00
9.246018705465349541e+00,2.132196130854498772e+00
9.258648777443092115e+00,2.193769184795200999e+00
9.271278849420836465e+00,2.247785042006247735e+00
9.283908921398577263e+00,2.250000000000000000e+00
9.296538993376321613e+00,2.250000000000000000e+00
9.309169065354062411e+00,2.250000000000000000e+00
9.321799137331806762e+00,2.250000000000000000e+00
9.334429209309549336e+00,2.250000000000000000e+00
9.347059281287291910e+00,2.256702047521594867e+00
9.359689353265034484e+00,2.278777297960398407e+00
9.372319425242777058e+00,2.292109585977524677e+00
9.384949497220519632e+00,2.295439998491263012e+00
9.397579569198262206e+00,2.298073010172098751e+00
9.410209641176004780e+00,2.300131086726353580e+00
9.422839713153747354e+00,2.301736693860348293e+00
9.435469785131489928e+00,2.303012297280401910e+00
9.448099857109234279e+00,2.304080362692835671e+00
9.460729929086976853e+00,2.305063355803969483e+00
9.473360001064719427e+00,2.306083742320124585e+00
9.485990073042462001e+00,2.307263987947620887e+00
9.498620145020204575e+00,2.308726558392778294e+00
9.511250216997947149e+00,2.310593919361918047e+00
9.523880288975689723e+00,2.313023477833854979e+00
9.536510360953432297e+00,2.317138931528677670e+00
9.549140432931174871e+00,2.322499476510236249e+00
9.561770504908919222e+00,2.327832456530196659e+00
9.574400576886660019e+00,2.331865215340223951e+00
9.587030648864404370e+00,2.333333333333333481e+00
9.599660720842145167e+00,2.333333333333333481e+00
9.612290792819889518e+00,2.333333333333333481e+00
9.624920864797632092e+00,2.333333333333333481e+00
9.637550936775374666e+00,2.333333333333333481e+00
9.650181008753117240e+00,2.333333333333333481e+00
9.662811080730859814e+00,2.333333333333333481e+00
9.675441152708602388e+00,2.333333333333333481e+00
9.688071224686344962e+00,2.333333333333333481e+00
9.700701296664087536e+00,2.333333333333333481e+00
9.713331368641831887e+00,2.333333333333333481e+00
9.725961440619572684e+00,2.338777495782347948e+00
9.738591512597317035e+00,2.356170133542240919e+00
9.751221584575057832e+00,2.379114414387389687e+00
9.763851656552802183e+00,2.400944391575615899e+00
9.776481728530542981e+00,2.414994118364731879e+00
9.789111800508287331e+00,2.419018095902781607e+00
9.801741872486029905e+00,2.422048647454503545e+00
9.814371944463772479e+00,2.424763121155500745e+00
9.827002016441515053e+00,2.427185299718876976e+00
9.839632088419257627e+00,2.429338965857735122e+00
9.852262160397000201e+00,2.431247902285179396e+00
9.864892232374742775e+00,2.432935891714311349e+00
9.877522304352485349e+00,2.434426716858236084e+00
9.890152376330229700e+00,2.435744160430056482e+00
9.902782448307970498e+00,2.436912005142874982e+00
9.915412520285714848e+00,2.437954033709794910e+00
9.928042592263455646e+00,2.438894028843920481e+00
9.940672664241199996e+00,2.439755773258354576e+00
9.953302736218940794e+00,2.440563049666201412e+00
9.965932808196685144e+00,2.441339640780561648e+00
9.978562880174427718e+00,2.442109329314541277e+00
9.991192952152170292e+00,2.442895897981243181e+00
1.000382302412991287e+01,2.443723129493768909e+00
1.001645309610765544e+01,2.444614806565223564e+00
1.002908316808539801e+01,2.445594711908710028e+00
1.004171324006314059e+01,2.446686628237330741e+00
1.005434331204088316e+01,2.447914338264190359e+00
1.006697338401862751e+01,2.449301624702391322e+00
1.007960345599636831e+01,2.450872270265036512e+00
1.009223352797411266e+01,2.452650057665230587e+00
1.010486359995185346e+01,2.454658769616075098e+00
1.011749367192959781e+01,2.456922188830675147e+00
1.013012374390733861e+01,2.459636052527105932e+00
1.014275381588508296e+01,2.463994195110285279e+00
1.015538388786282553e+01,2.469736150366009131e+00
1.016801395984056811e+01,2.476267948164343036e+00
1.018064403181831068e+01,2.482995618375352542e+00
1.019327410379605325e+01,2.489325190869100535e+00
1.020590417577379583e+01,2.494662695515654782e+00
1.021853424775153840e+01,2.498414162185078169e+00
1.023116431972928098e+01,2.499985620747435799e+00
1.024379439170702533e+01,2.500000000000000000e+00
1.025642446368476612e+01,2.500000000000000000e+00
1.026905453566251047e+01,2.500000000000000000e+00
1.028168460764025305e+01,2.500000000000000000e+00
1.029431467961799562e+01,2.500000000000000000e+00
1.030694475159573820e+01,2.500000000000000000e+00
1.031957482357348077e+01,2.500000000000000000e+00
1.033220489555122334e+01,2.500000000000000000e+00
1.034483496752896592e+01,2.500000000000000000e+00
1.035746503950670849e+01,2.500000000000000000e+00
1.037009511148445107e+01,2.500000000000000000e+00
1.038272518346219364e+01,2.500000000000000000e+00
1.039535525543993622e+01,2.500000000000000000e+00
1.040798532741768057e+01,2.500000000000000000e+00
1.042061539939542314e+01,2.500000000000000000e+00
1.043324547137316571e+01,2.500000000000000000e+00
1.044587554335090829e+01,2.500000000000000000e+00
1.045850561532865086e+01,2.506501458394497561e+00
1.047113568730639344e+01,2.528818579278733214e+00
1.048376575928413601e+01,2.562635456475892859e+00
1.049639583126187858e+01,2.603361842337673870e+00
1.050902590323962293e+01,2.646407489215760744e+00
1.052165597521736373e+01,2.687182149461836200e+00
1.053428604719510808e+01,2.721095575427598945e+00
1.054691611917284888e+01,2.743557519464729921e+00
1.055954619115059323e+01,2.750879372450896199e+00
1.057217626312833403e+01,2.753724203992167663e+00
1.058480633510607838e+01,2.756484731202629934e+00
1.059743640708382095e+01,2.759162397400960032e+00
1.061006647906156353e+01,2.761758645905839860e+00
1.062269655103930610e+01,2.764274920035948657e+00
1.063532662301704868e+01,2.766712663109965220e+00
1.064795669499479125e+01,2.769073318446569676e+00
1.066058676697253382e+01,2.771358329364441708e+00
1.067321683895027640e+01,2.773569139182261445e+00
1.068584691092802075e+01,2.775707191218707681e+00
1.069847698290576155e+01,2.777773928792460989e+00
1.071110705488350590e+01,2.779770795222199720e+00
1.072373712686124669e+01,2.781699233826604445e+00
1.073636719883899104e+01,2.783560687924354848e+00
1.074899727081673184e+01,2.785356600834130170e+00
1.076162734279447619e+01,2.787088415874610536e+00
1.077425741477221877e+01,2.788757576364475632e+00
1.078688748674996134e+01,2.790365525622403808e+00
1.079951755872770391e+01,2.791913706967076525e+00
1.081214763070544649e+01,2.793403563717172133e+00
1.082477770268318906e+01,2.794836539191370761e+00
1.083740777466093164e+01,2.796214076708352092e+00
1.085003784663867421e+01,2.797537619586796254e+00
1.086266791861641856e+01,2.798808611145381597e+00
1.087529799059415936e+01,2.800028494702789139e+00
1.088792806257190371e+01,2.801198713577697230e+00
1.090055813454964451e+01,2.802320711088786886e+00
1.091318820652738886e+01,2.803395930554736459e+00
1.092581827850512965e+01,2.804425815294226521e+00
1.093844835048287401e+01,2.805411808625936310e+00
1.095107842246061658e+01,2.806355353868545510e+00
1.096370849443835915e+01,2.807257894340734694e+00
1.097633856641610173e+01,2.808120873361181769e+00
1.098896863839384430e+01,2.808945734248566861e+00
1.100159871037158688e+01,2.809733920321570988e+00
1.101422878234932945e+01,2.810486874898872056e+00
1.102685885432707202e+01,2.811206041299150638e+00
1.103948892630481637e+01,2.811892862841086860e+00
1.105211899828255717e+01,2.812548782843359074e+00
1.106474907026030152e+01,2.813175244624647409e+00
1.107737914223804232e+01,2.813773691503632435e+00
1.109000921421578667e+01,2.814345566798992504e+00
1.110263928619352747e+01,2.814892313829407744e+00
1.111526935817127182e+01,2.815415375913558282e+00
1.112789943014901439e+01,2.815916196370122915e+00
1.114052950212675697e+01,2.816396218517781769e+00
1.115315957410449954e+01,2.816856885675214972e+00
1.116578964608224211e+01,2.817299641161100876e+00
1.117841971805998469e+01,2.817725928294120052e+00
1.119104979003772726e+01,2.818137190392952185e+00
1.120367986201546984e+01,2.818534870776276513e+00
1.121630993399321419e+01,2.818920412762773164e+00
1.122894000597095676e+01,2.819295259671121379e+00
1.124157007794869934e+01,2.819660854820000839e+00
1.125420014992644191e+01,2.820018641528091674e+00
1.126683022190418448e+01,2.820370063114073123e+00
1.127946029388192706e+01,2.820716562896624424e+00
1.129209036585966963e+01,2.821059584194425707e+00
1.130472043783741221e+01,2.821400570326157542e+00
1.131735050981515478e+01,2.821740964610497393e+00
1.132998058179289913e+01,2.822082210366126276e+00
1.134261065377063993e+01,2.822425750911724318e+00
1.135524072574838428e+01,2.822773029565970315e+00
1.136787079772612508e+01,2.823125489647543951e+00
1.138050086970386943e+01,2.823484574475125353e+00
1.139313094168161200e+01,2.823851727367393316e+00
1.140576101365935457e+01,2.824228391643027969e+00
1.141839108563709715e+01,2.824616010620709439e+00
1.143102115761483972e+01,2.825016027619116521e+00
1.144365122959258230e+01,2.825429885956930232e+00
1.145628130157032487e+01,2.825859028952828922e+00
1.146891137354806744e+01,2.826304899925492276e+00
1.148154144552581180e+01,2.826768942193599976e+00
1.149417151750355259e+01,2.827252599075832595e+00
1.150680158948129694e+01,2.827757313890868929e+00
1.151943166145903774e+01,2.828284529957388216e+00
1.153206173343678209e+01,2.828835690594071917e+00
1.154469180541452289e+01,2.829412239119597494e+00
1.155732187739226724e+01,2.830015618852646408e+00
1.156995194937000981e+01,2.830647273111897011e+00
1.158258202134775239e+01,2.831308645216029429e+00
1.159521209332549496e+01,2.832001178483722903e+00
1.160784216530323754e+01,2.832726316233658004e+00
1.162047223728098011e+01,2.833485501784514415e+00
1.163310230925872268e+01,2.834280178454970045e+00
1.164573238123646526e+01,2.835111789563706353e+00
1.165836245321420961e+01,2.835981778429402578e+00
1.167099252519195041e+01,2.836891588370737516e+00
1.168362259716969476e+01,2.837842662706391739e+00
1.169625266914743555e+01,2.838836444755044930e+00
1.170888274112517990e+01,2.839874377835375885e+00
1.172151281310292070e+01,2.840957905266065175e+00
1.173414288508066505e+01,2.842088470365791597e+00
1.174677295705840763e+01,2.843267516453235721e+00
1.175940302903615020e+01,2.844496486847076788e+00
1.177203310101389278e+01,2.845776824865993593e+00
1.178466317299163535e+01,2.847109973828667151e+00
1.179729324496937792e+01,2.848497377053776258e+00
1.180992331694712050e+01,2.849940477860001042e+00
1.182255338892486307e+01,2.851440719566021187e+00
1.183518346090260742e+01,2.852999545490515931e+00
1.184781353288034822e+01,2.854618398952164515e+00
1.186044360485809257e+01,2.856298723269647510e+00
1.187307367683583337e+01,2.858041961761644156e+00
1.188570374881357772e+01,2.859849557746834137e+00
1.189833382079131852e+01,2.861722954543897135e+00
1.191096389276906287e+01,2.863663595471512391e+00
1.192359396474680544e+01,2.865672923848360476e+00
1.193622403672454801e+01,2.867752382993120630e+00
1.194885410870229059e+01,2.869903416224471648e+00
1.196148418068003316e+01,2.872127466861094547e+00
1.197411425265777574e+01,2.874425978221668121e+00
1.198674432463551831e+01,2.877337558742471213e+00
1.199937439661326088e+01,2.882022601235632475e+00
1.201200446859100524e+01,2.888286674285741373e+00
1.202463454056874603e+01,2.895876402649081971e+00
1.203726461254649038e+01,2.904538411081939220e+00
1.204989468452423118e+01,2.914019324340593631e+00
1.206252475650197553e+01,2.924065767181332376e+00
1.207515482847971811e+01,2.934424364360436410e+00
1.208778490045746068e+01,2.944841740634191130e+00
1.210041497243520325e+01,2.955064520758879709e+00
1.211304504441294583e+01,2.964839329490784436e+00
1.212567511639068840e+01,2.973912791586190707e+00
1.213830518836843098e+01,2.982031531801380364e+00
1.215093526034617355e+01,2.988942174892638803e+00
1.216356533232391612e+01,2.994391345616248756e+00
1.217619540430166047e+01,2.998125668728493842e+00
1.218882547627940305e+01,2.999891768985658125e+00
1.220145554825714562e+01,3.000000000000000000e+00
1.221408562023488820e+01,3.000000000000000000e+00
1.222671569221263077e+01,3.000000000000000000e+00
1.223934576419037334e+01,3.000000000000000000e+00
1.225197583616811592e+01,3.000000000000000000e+00
1.226460590814585849e+01,3.000000000000000000e+00
1.227723598012360284e+01,3.000000000000000000e+00
1.228986605210134364e+01,3.000000000000000000e+00
1.230249612407908799e+01,3.000000000000000000e+00
1.231512619605682879e+01,3.000000000000000000e+00
1.232775626803457314e+01,3.000000000000000000e+00
1.234038634001231394e+01,3.000000000000000000e+00
1.235301641199005829e+01,3.000000000000000000e+00
1.236564648396780086e+01,3.000000000000000000e+00
1.237827655594554344e+01,3.000000000000000000e+00
1.239090662792328601e+01,3.000000000000000000e+00
1.240353669990102858e+01,3.000000000000000000e+00
1.241616677187877116e+01,3.000000000000000000e+00
1.242879684385651373e+01,3.000000000000000000e+00
1.244142691583425631e+01,3.000000000000000000e+00
1.245405698781200066e+01,3.000000000000000000e+00
1.246668705978974145e+01,3.000000000000000000e+00
1.247931713176748580e+01,3.000000000000000000e+00
1.249194720374522660e+01,3.000000000000000000e+00
1.250457727572297095e+01,3.000000000000000000e+00
1.251720734770071175e+01,3.000000000000000000e+00
1.252983741967845610e+01,3.000000000000000000e+00
1.254246749165619867e+01,3.000000000000000000e+00
1.255509756363394125e+01,3.000000000000000000e+00
1.256772763561168382e+01,3.000000000000000000e+00
1.258035770758942640e+01,3.000000000000000000e+00
1.259298777956716897e+01,3.000000000000000000e+00
1.260561785154491155e+01,3.000000000000000000e+00
1.261824792352265412e+01,3.000000000000000000e+00
1.263087799550039847e+01,3.000000000000000000e+00
1.264350806747813927e+01,3.000000000000000000e+00
1.265613813945588362e+01,3.000000000000000000e+00
1.266876821143362442e+01,3.000000000000000000e+00
1.268139828341136877e+01,3.000000000000000000e+00
1.269402835538910956e+01,3.000000000000000000e+00
1.270665842736685391e+01,3.000000000000000000e+00
1.271928849934459649e+01,3.000000000000000000e+00
1.273191857132233906e+01,3.000000000000000000e+00
1.274454864330008164e+01,3.000000000000000000e+00
1.275717871527782421e+01,3.000000000000000000e+00
1.276980878725556678e+01,3.000000000000000000e+00
1.278243885923330936e+01,3.000000000000000000e+00
1.279506893121105193e+01,3.000000000000000000e+00
1.280769900318879628e+01,3.000000000000000000e+00
1.282032907516653708e+01,3.000000000000000000e+00
1.283295914714428143e+01,3.000000000000000000e+00
